id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
1976268534,I'm not happy that I can't watch communitychannel's videos on my iPod. ,0,i'm happy can not watch comunitychanel's videos ipod,i'm not happy that i can not watch comunitychanel's videos on my ipod,i'm happy can not watch comunitychanel's videos ipod,i'm happy can not watch communitychannel's videos ipod,i'm happy can not watch comunitychanel's videos ipod,i'm happy can't watch comunitychanel's videos ipod,i'm happy can not watch comunitychanel's videos ipod
1991214933,Ewww. This McDonalds iced caramel latte I'm drinking tastes like dirt. The commercials make them look so good!! I hate coffee. . .yuckkk! ,0,ew mcdonalds iced caramel late i'm drinking tastes like dirt comercials make look good hate coffee . . . damn,ew this mcdonalds iced caramel late i'm drinking tastes like dirt the comercials make them look so good i hate coffee . . . damn,ew mcdonalds iced caramel late i'm drinking tastes like dirt comercials make look good hate coffee . . . damn,ewww mcdonalds iced caramel latte i'm drinking tastes like dirt commercials make look good hate coffee . . . yuckkk,ew mcdonalds iced caramel late i'm drinking tastes like dirt comercials make look good hate coffee . . . yuck,ew mcdonalds iced caramel late i'm drinking tastes like dirt comercials make look good hate coffee . . . damn,ew mcdonalds iced caramel late i'm drinking tastes like dirt comercials make look good hate coffee . . . damn
1467819812,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,0,oh man ... ironing @jeancjumbe fave top wear meeting burnt,oh man ... was ironing @jeancjumbe s fave top to wear to a meeting burnt it,oh man ... ironing @jeancjumbe fave top wear meeting burnt,oh man ... ironing @jeancjumbe fave top wear meeting burnt,oh man ... ironing @jeancjumbe fave top wear meeting burnt,oh man ... ironing @jeancjumbe fave top wear meeting burnt,oh man ... ironing fave top wear meeting burnt
1551356670,@MKoenigsberg  don't be a meanie! it doesn't matter the weather out when i could go tanning anytime in a cancer machine!,0,@mkoenigsberg do not meanie matter weather could go tanning anytime cancer machine,@mkoenigsberg do not be a meanie it doesn't matter the weather out when i could go tanning anytime in a cancer machine,@mkoenigsberg do not meanie matter weather could go tanning anytime cancer machine,@mkoenigsberg do not meanie matter weather could go tanning anytime cancer machine,@mkoenigsberg do not meanie matter weather could go tanning anytime cancer machine,@mkoenigsberg meanie matter weather could go tanning anytime cancer machine,do not meanie matter weather could go tanning anytime cancer machine
2006654868,says Paul Quarrington ( http://tinyurl.com/otgddd ) has just been diagnosed with lung cancer  http://plurk.com/p/xyjgf,0,says paul quarington htp://tinyurl.com/otgd diagnosed lung cancer htp://plurk.com/p/xyjgf,says paul quarington has just been diagnosed with lung cancer,says paul quarington diagnosed lung cancer,says paul quarrington diagnosed lung cancer,says paul quarington diagnosed lung cancer,says paul quarington diagnosed lung cancer,says paul quarington diagnosed lung cancer
2241401190,My iPhone is at home!  ... I am still at work. ,0,iphone home ... still work,my iphone is at home ... i am still at work,iphone home ... still work,iphone home ... still work,iphone home ... still work,iphone home ... still work,iphone home ... still work
2283035424,"@JayBeeStarsky  i think this would all be much easier if someone would just GIVE me a car, but oprah hasn't returned any of my calls ",0,@jaybestarsky think would much easier someone would give car oprah returned cals,@jaybestarsky i think this would all be much easier if someone would just give me a car but oprah hasn't returned any of my cals,@jaybestarsky think would much easier someone would give car oprah returned cals,@jaybeestarsky think would much easier someone would give car oprah returned calls,@jaybestarsky think would much easier someone would give car oprah returned cals,@jaybestarsky think would much easier someone would give car oprah returned cals,think would much easier someone would give car oprah returned cals
1978214932,Heard the sad news. I suppose no more Lebron v. Kobe commercials ,0,heard sad news suppose lebron v kobe comercials,heard the sad news i suppose no more lebron v kobe comercials,heard sad news suppose lebron v kobe comercials,heard sad news suppose lebron v kobe commercials,heard sad news suppose lebron v kobe comercials,heard sad news suppose lebron v kobe comercials,heard sad news suppose lebron v kobe comercials
2199363383,Xbox live is down today.  ,0,xbox live today,xbox live is down today,xbox live today,xbox live today,xbox live today,xbox live today,xbox live today
1467859066,@supersport I miss my buddy  ill be in NY on the 25th,0,@supersport miss buddy ill ny th,@supersport i miss my buddy ill be in ny on the th,@supersport miss buddy ill ny 25th,@supersport miss buddy ill ny th,@supersport miss buddy ill ny th,@supersport miss buddy ill ny th,miss buddy ill ny th
1467933614,100 followers - that is exciting ,4,folowers exciting,folowers that is exciting,10 folowers exciting,followers exciting,folowers exciting,folowers exciting,folowers exciting
1468005672,Nice run last night in the rain. Nobody about just me and some twittering birds!! Spinning tonight #triathlon training ,4,nice run last night rain nobody twittering birds spinning tonight #triathlon training,nice run last night in the rain nobody about just me and some twittering birds spinning tonight #triathlon training,nice run last night rain nobody twittering birds spinning tonight #triathlon training,nice run last night rain nobody twittering birds spinning tonight #triathlon training,nice run last night rain nobody twittering birds spinning tonight #triathlon training,nice run last night rain nobody twittering birds spinning tonight #triathlon training,nice run last night rain nobody twittering birds spinning tonight training
2072011002,"@SashaBaby22 haha! Ps, nah but for the west to win? Oh well. Me n my baby daddy Lebron gonn cuddle ",4,@sashababy haha ps nah west win oh well baby daddy lebron gon cuddle,@sashababy haha ps nah but for the west to win oh well me and my baby daddy lebron gon cuddle,@sashababy2 haha ps nah west win oh well baby daddy lebron gon cuddle,@sashababy haha ps nah west win oh well baby daddy lebron gonn cuddle,@sashababy haha ps nah west win oh well n baby daddy lebron gon cuddle,@sashababy haha ps nah west win oh well baby daddy lebron gon cuddle,haha ps nah west win oh well baby daddy lebron gon cuddle
2193502245,SissyDawnie: @CokieTheCat - Marvelous on 10 cancer-free years!!!!! YAY!! *** Thanks! Yeah. We're all pretty psyched about that! ,4,sisydawnie @cokiethecat marvelous cancer-fre years happy thanks yeah we're pretty psyched,sisydawnie @cokiethecat marvelous on cancer-fre years happy thanks yeah we're all pretty psyched about that,sisydawnie @cokiethecat marvelous 10 cancer-fre years happy thanks yeah we're pretty psyched,sissydawnie @cokiethecat marvelous cancer-free years happy thanks yeah we're pretty psyched,sisydawnie @cokiethecat marvelous cancer-fre years yay thanks yeah we're pretty psyched,sisydawnie @cokiethecat marvelous cancer-fre years happy thanks yeah we're pretty psyched,sisydawnie marvelous cancer-fre years happy thanks yeah we're pretty psyched
1989075751,@sydney_sider yes thanks I think they're amazing too! the images were taken by @insidecuisine photographer the very talented @rovingrob ,4,@sydney_sider yes thanks think they're amazing images taken @insidecuisine photographer talented @rovingrob,@sydney_sider yes thanks i think they're amazing too the images were taken by @insidecuisine photographer the very talented @rovingrob,@sydney_sider yes thanks think they're amazing images taken @insidecuisine photographer talented @rovingrob,@sydney_sider yes thanks think they're amazing images taken @insidecuisine photographer talented @rovingrob,@sydney_sider yes thanks think they're amazing images taken @insidecuisine photographer talented @rovingrob,@sydney_sider yes thanks think they're amazing images taken @insidecuisine photographer talented @rovingrob,_sider yes thanks think they're amazing images taken photographer talented
1468006981,"I wonder what jon thinks when he see's all his tweets, i picture him and jordan busting a nut laughing at us.  oh yeah.. jordan...",4,wonder jon thinks se's twets picture jordan busting nut laughing us oh yeah .. jordan ...,i wonder what jon thinks when he se's all his twets i picture him and jordan busting a nut laughing at us oh yeah .. jordan ...,wonder jon thinks se's twets picture jordan busting nut laughing us oh yeah .. jordan ...,wonder jon thinks see's tweets picture jordan busting nut laughing us oh yeah .. jordan ...,wonder jon thinks se's twets picture jordan busting nut laughing us oh yeah .. jordan ...,wonder jon thinks se's twets picture jordan busting nut laughing us oh yeah .. jordan ...,wonder jon thinks se's twets picture jordan busting nut laughing us oh yeah .. jordan ...
1467862988,and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),4,bed amazing night chatting pretty amazing guy know,and now off to bed after an amazing night chatting with a pretty amazing guy you know who you are,bed amazing night chatting pretty amazing guy know,bed amazing night chatting pretty amazing guy know,bed amazing night chatting pretty amazing guy know,bed amazing night chatting pretty amazing guy know,bed amazing night chatting pretty amazing guy know
2003406667,@chrisjohnski iPhone say Chirs is here http://bit.ly/kIpFw start stalking him LOL ,4,@chrisjohnski iphone say chirs htp://bit.ly/kipfw start stalking very funny,@chrisjohnski iphone say chirs is here start stalking him very funny,@chrisjohnski iphone say chirs start stalking very funny,@chrisjohnski iphone say chirs start stalking very funny,@chrisjohnski iphone say chirs start stalking lol,@chrisjohnski iphone say chirs start stalking very funny,iphone say chirs start stalking very funny
2017424083,Heading to @Starbucks with Keri for a Vanilla Non-Fat Latte and Coffee Cake... YUM ,4,heading @starbucks keri vanilla non-fat late coffee cake ... yum,heading to @starbucks with keri for a vanilla non-fat late and coffee cake ... yum,heading @starbucks keri vanilla non-fat late coffee cake ... yum,heading @starbucks keri vanilla non-fat latte coffee cake ... yum,heading @starbucks keri vanilla non-fat late coffee cake ... yum,heading @starbucks keri vanilla non-fat late coffee cake ... yum,heading keri vanilla non-fat late coffee cake ... yum
1467843275,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) ",4,@purplexa wonderful thing i'm favor using entire english language shit use #expletives think,@purplexa and its a wonderful thing i'm all in favor of using the entire english language shit i use #expletives too i think,@purplexa wonderful thing i'm favor using entire english language shit use #expletives think,@purrplexa wonderful thing i'm favor using entire english language shit use #expletives think,@purplexa wonderful thing i'm favor using entire english language shit use #expletives think,@purplexa wonderful thing i'm favor using entire english language shit use #expletives think,wonderful thing i'm favor using entire english language shit use think
2063034018,"@NaiveLondonGirl good for you girl! recommend papers, tea and toast as well... ",4,@naivelondongirl good girl recommend papers tea toast well ...,@naivelondongirl good for you girl recommend papers tea and toast as well ...,@naivelondongirl good girl recommend papers tea toast well ...,@naivelondongirl good girl recommend papers tea toast well ...,@naivelondongirl good girl recommend papers tea toast well ...,@naivelondongirl good girl recommend papers tea toast well ...,good girl recommend papers tea toast well ...
1828038608,"Finished the Moonwalk at 7hr45mins, and will have raised 1,000GBP for breast cancer.  A great night. To contribute:  http://bit.ly/6JW9f",4,finished monwalk hrmins raised gbp breast cancer great night contribute htp://bit.ly/jwf,finished the monwalk at hrmins and will have raised gbp for breast cancer a great night to contribute,"finished monwalk 7hr45mins raised 1,0 gbp breast cancer great night contribute",finished moonwalk hrmins raised gbp breast cancer great night contribute,finished monwalk hrmins raised gbp breast cancer great night contribute,finished monwalk hrmins raised gbp breast cancer great night contribute,finished monwalk hrmins raised gbp breast cancer great night contribute
1971577102,"I'm going to prepare a tea... and then, try to have a nice conversation with a lovely person from England ",4,i'm going prepare tea ... try nice conversation lovely person england,i'm going to prepare a tea ... and then try to have a nice conversation with a lovely person from england,i'm going prepare tea ... try nice conversation lovely person england,i'm going prepare tea ... try nice conversation lovely person england,i'm going prepare tea ... try nice conversation lovely person england,i'm going prepare tea ... try nice conversation lovely person england,i'm going prepare tea ... try nice conversation lovely person england
1882213967,"@adrianogarcia Ok, tend to use a dongle, but nice to know I could, even nicer to know iPhones can't  ",4,@adrianogarcia ok tend use dongle nice know could even nicer know iphones can not,@adrianogarcia ok tend to use a dongle but nice to know i could even nicer to know iphones can not,@adrianogarcia ok tend use dongle nice know could even nicer know iphones can not,@adrianogarcia ok tend use dongle nice know could even nicer know iphones can not,@adrianogarcia ok tend use dongle nice know could even nicer know iphones can not,@adrianogarcia ok tend use dongle nice know could even nicer know iphones can't,ok tend use dongle nice know could even nicer know iphones can not
1467934550,@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again ,4,@angiekaybe yep saw february get see @dfcok may th looking forward seeing,@angiekaybe yep i saw him in february and i get to see @dfcok on may th looking forward to seeing him again,@angiekaybe yep saw february get see @dfcok may eighth looking forward seeing,@angiekaybee yep saw february get see @dfcook may th looking forward seeing,@angiekaybe yep saw february get see @dfcok may th looking forward seeing,@angiekaybe yep saw february get see @dfcok may th looking forward seeing,yep saw february get see may th looking forward seeing
1985066506,is watchin Taylor Swift-The Fearless Tour on NBC!!!!!!!!!!!!!!!!!! ,4,watchin taylor swift-the fearless tour nbc,is watchin taylor swift-the fearless tour on nbc,watchin taylor swift-the fearless tour nbc,watchin taylor swift-the fearless tour nbc,watchin taylor swift-the fearless tour nbc,watchin taylor swift-the fearless tour nbc,watchin taylor swift-the fearless tour nbc
2071945177,Lakers win...Kobe is such a beast I swear....Lebron is still the GOAT   ....Magic played a good game though bad calls saved the Lakers ass,4,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad cals saved lakers ass,lakers win ... kobe is such a beast i swear ... lebron is still the goat ... magic played a good game though bad cals saved the lakers ass,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad cals saved lakers ass,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad calls saved lakers ass,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad cals saved lakers ass,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad cals saved lakers ass,lakers win ... kobe beast swear ... lebron still goat ... magic played good game though bad cals saved lakers ass
1836400072,@patriciaco HAHA. Sometimes I like fantasizing that I'm Taylor Swift. I'm a psycho like that. ,4,@patriciaco haha sometimes like fantasizing i'm taylor swift i'm psycho like,@patriciaco haha sometimes i like fantasizing that i'm taylor swift i'm a psycho like that,@patriciaco haha sometimes like fantasizing i'm taylor swift i'm psycho like,@patriciaco haha sometimes like fantasizing i'm taylor swift i'm psycho like,@patriciaco haha sometimes like fantasizing i'm taylor swift i'm psycho like,@patriciaco haha sometimes like fantasizing i'm taylor swift i'm psycho like,haha sometimes like fantasizing i'm taylor swift i'm psycho like
1982961727,"@DaveMatthewsB New album is fantastic! See you in London, can't wait! ",4,@davemathewsb new album fantastic see london can not wait,@davemathewsb new album is fantastic see you in london can not wait,@davemathewsb new album fantastic see london can not wait,@davematthewsb new album fantastic see london can not wait,@davemathewsb new album fantastic see london can not wait,@davemathewsb new album fantastic see london can't wait,new album fantastic see london can not wait
1965969040,@Bnever oh darn i'm not in london ,0,@bnever oh darn i'm london,@bnever oh darn i'm not in london,@bnever oh darn i'm london,@bnever oh darn i'm london,@bnever oh darn i'm london,@bnever oh darn i'm london,oh darn i'm london
2017960742,@BrazilTour you are very welcome! ,4,@braziltour welcome,@braziltour you are very welcome,@braziltour welcome,@braziltour welcome,@braziltour welcome,@braziltour welcome,welcome
1882619642,@LovelyCharles Get an iPhone. ,4,@lovelycharles get iphone,@lovelycharles get an iphone,@lovelycharles get iphone,@lovelycharles get iphone,@lovelycharles get iphone,@lovelycharles get iphone,get iphone
2212425666,No iPhone updates for me   Multiple attempts but activation server is a no go.,0,iphone updates multiple atempts activation server go,no iphone updates for me multiple atempts but activation server is a no go,iphone updates multiple atempts activation server go,iphone updates multiple attempts activation server go,iphone updates multiple atempts activation server go,iphone updates multiple atempts activation server go,iphone updates multiple atempts activation server go
2265998724,nooooooooooo dad smashed my taylor swift cd  too bad. he'll have to order it again from the US,0,dad smashed taylor swift cd bad he'l order us,no dad smashed my taylor swift cd too bad he'l have to order it again from the us,dad smashed taylor swift cd bad he'l order us,nooooooooooo dad smashed taylor swift cd bad he'll order us,dad smashed taylor swift cd bad he'l order us,dad smashed taylor swift cd bad he'l order us,dad smashed taylor swift cd bad he'l order us
1969391224,guess we won't be going out tonight... little one has a fever ,0,guess going tonight ... little one fever,guess we won't be going out tonight ... little one has a fever,guess going tonight ... little one fever,guess going tonight ... little one fever,guess going tonight ... little one fever,guess going tonight ... little one fever,guess going tonight ... little one fever
1961574579,"@spryken ah, I'm so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",0,@spryken ah i'm sorry played game psp friend tonight returned ago,@spryken ah i'm so sorry it i played a game of psp with my friend tonight and returned a while ago,@spryken ah i'm sorry played game psp friend tonight returned ago,@spryken ah i'm sorry played game psp friend tonight returned ago,@spryken ah i'm sorry played game psp friend tonight returned ago,@spryken ah i'm sorry played game psp friend tonight returned ago,ah i'm sorry played game psp friend tonight returned ago
1467969820,@secretfanofu big news Andrew: I'm moving up to SF at the end of the month! So making the most of my last month in LA. ,4,@secretfanofu big news andrew i'm moving sf end month making last month la,@secretfanofu big news andrew i'm moving up to sf at the end of the month so making the most of my last month in la,@secretfanofu big news andrew i'm moving sf end month making last month la,@secretfanofu big news andrew i'm moving sf end month making last month la,@secretfanofu big news andrew i'm moving sf end month making last month la,@secretfanofu big news andrew i'm moving sf end month making last month la,big news andrew i'm moving sf end month making last month la
2063716989,i just woke up and im ready to eat my McDonalds ,4,woke im ready eat mcdonalds,i just woke up and im ready to eat my mcdonalds,woke im ready eat mcdonalds,woke im ready eat mcdonalds,woke im ready eat mcdonalds,woke im ready eat mcdonalds,woke im ready eat mcdonalds
1751536413,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight! ",4,thank afrin nasal spray also got giant teacup tonight,thank you afrin nasal spray also i got a giant teacup tonight,thank afrin nasal spray also got giant teacup tonight,thank afrin nasal spray also got giant teacup tonight,thank afrin nasal spray also got giant teacup tonight,thank afrin nasal spray also got giant teacup tonight,thank afrin nasal spray also got giant teacup tonight
2221186677,"Oh starbucks, I wanted a mocha and you made me a white mocha. ",0,oh starbucks wanted mocha made white mocha,oh starbucks i wanted a mocha and you made me a white mocha,oh starbucks wanted mocha made white mocha,oh starbucks wanted mocha made white mocha,oh starbucks wanted mocha made white mocha,oh starbucks wanted mocha made white mocha,oh starbucks wanted mocha made white mocha
2071541669,can't wait for the lakers to lose ,4,can not wait lakers lose,can not wait for the lakers to lose,can not wait lakers lose,can not wait lakers lose,can not wait lakers lose,can't wait lakers lose,can not wait lakers lose
1687361146,Is just at work for the day -sigh- I have a headache ,0,work day sigh headache,is just at work for the day sigh i have a headache,work day sigh headache,work day sigh headache,work day sigh headache,work day sigh headache,work day sigh headache
1467965949,@QuanDotCom I miss mine too! ,0,@quandotcom miss mine,@quandotcom i miss mine too,@quandotcom miss mine,@quandotcom miss mine,@quandotcom miss mine,@quandotcom miss mine,miss mine
1468033122,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,0,lot mind needs make moneys ideas nowhere hiring,has a lot on her mind i needs to make some moneys and ideas nowhere is hiring,lot mind needs make moneys ideas nowhere hiring,lot mind needs make moneys ideas nowhere hiring,lot mind needs make moneys ideas nowhere hiring,lot mind needs make moneys ideas nowhere hiring,lot mind needs make moneys ideas nowhere hiring
2031204962,Is wishing that they would hurry up and cure Hayfever ,0,wishing would hurry cure hayfever,is wishing that they would hurry up and cure hayfever,wishing would hurry cure hayfever,wishing would hurry cure hayfever,wishing would hurry cure hayfever,wishing would hurry cure hayfever,wishing would hurry cure hayfever
1976245886,"@tommcfly thought you'd think this is cool. my cousin is going to personally meet the head of NASA to discuss future projects. Cool, huh? ",4,@tomcfly thought think cool cousin going personally meet head nasa discuss future projects cool huh,@tomcfly thought you'd think this is cool my cousin is going to personally meet the head of nasa to discuss future projects cool huh,@tomcfly thought think cool cousin going personally meet head nasa discuss future projects cool huh,@tommcfly thought think cool cousin going personally meet head nasa discuss future projects cool huh,@tomcfly thought think cool cousin going personally meet head nasa discuss future projects cool huh,@tomcfly thought think cool cousin going personally meet head nasa discuss future projects cool huh,thought think cool cousin going personally meet head nasa discuss future projects cool huh
1548887909,"@oprah, nite! that's a really cute pup by the way. ",4,@oprah to night that's really cute pup way,@oprah to night that's a really cute pup by the way,@oprah to night that's really cute pup way,@oprah to night that's really cute pup way,@oprah nite that's really cute pup way,@oprah to night that's really cute pup way,to night that's really cute pup way
1980101640,Adding some music on my Ipod ,4,ading music ipod,ading some music on my ipod,ading music ipod,adding music ipod,ading music ipod,ading music ipod,ading music ipod
1882320575,@IntriguingDs Ahh...I love your music. Missed you in Seattle. ,4,@intriguingds ah ... love music mised seatle,@intriguingds ah ... i love your music mised you in seatle,@intriguingds ah ... love music mised seatle,@intriguingds ahh ... love music missed seattle,@intriguingds ah ... love music mised seatle,@intriguingds ah ... love music mised seatle,ah ... love music mised seatle
1956614449,"Momz just made it back from Vegas, yayyyyy! ",4,mother made back vegas happy,mother just made it back from vegas happy,mother made back vegas happy,mother made back vegas yayyyyy,momz made back vegas yay,mother made back vegas happy,mother made back vegas happy
1468023862,"@DanniAsheOnline I think that would work nicely gurl! go for it! I believe many, many people would sign up! ",4,@daniasheonline think would work nicely girl go believe many many people would sign,@daniasheonline i think that would work nicely girl go for it i believe many many people would sign up,@daniasheonline think would work nicely girl go believe many many people would sign,@danniasheonline think would work nicely girl go believe many many people would sign,@daniasheonline think would work nicely gurl go believe many many people would sign,@daniasheonline think would work nicely girl go believe many many people would sign,think would work nicely girl go believe many many people would sign
1557150199,kevin ruddy and obama are following me !! haha i fell loved ,4,kevin ruddy obama following haha fell loved,kevin ruddy and obama are following me haha i fell loved,kevin ruddy obama following haha fell loved,kevin ruddy obama following haha fell loved,kevin ruddy obama following haha fell loved,kevin ruddy obama following haha fell loved,kevin ruddy obama following haha fell loved
1990433972,Anybdy else sad to see LeBron not in the finals? I know I'm not  Looking fwd to the Magic against the Lakers!!,0,anybdy else sad see lebron finals know i'm looking fwd magic lakers,anybdy else sad to see lebron not in the finals i know i'm not looking fwd to the magic against the lakers,anybdy else sad see lebron finals know i'm looking fwd magic lakers,anybdy else sad see lebron finals know i'm looking fwd magic lakers,anybdy else sad see lebron finals know i'm looking fwd magic lakers,anybdy else sad see lebron finals know i'm looking fwd magic lakers,anybdy else sad see lebron finals know i'm looking fwd magic lakers
2226814562,@suzieqjenny what??? No more iPhone??? Are you crazy??? ,0,@suzieqjeny iphone crazy,@suzieqjeny what no more iphone are you crazy,@suzieqjeny iphone crazy,@suzieqjenny iphone crazy,@suzieqjeny iphone crazy,@suzieqjeny iphone crazy,iphone crazy
2322129143,my headache and fever is coming back !  ,0,headache fever coming back,my headache and fever is coming back,headache fever coming back,headache fever coming back,headache fever coming back,headache fever coming back,headache fever coming back
2013301663,"@lakersnation its not really my style, but thats a really well done wallpaper, thanks  for making it. keep up the good work ",4,@lakersnation really style thats really well done wallpaper thanks making keep good work,@lakersnation its not really my style but thats a really well done wallpaper thanks for making it keep up the good work,@lakersnation really style thats really well done wallpaper thanks making keep good work,@lakersnation really style thats really well done wallpaper thanks making keep good work,@lakersnation really style thats really well done wallpaper thanks making keep good work,@lakersnation really style thats really well done wallpaper thanks making keep good work,really style thats really well done wallpaper thanks making keep good work
2045002319,@Soraspsp  now that summer is here you can come and hang out with aunt beth more often  ,4,@soraspsp summer come hang aunt beth often,@soraspsp now that summer is here you can come and hang out with aunt beth more often,@soraspsp summer come hang aunt beth often,@soraspsp summer come hang aunt beth often,@soraspsp summer come hang aunt beth often,@soraspsp summer come hang aunt beth often,summer come hang aunt beth often
1468021751,@adeline_sky  that sounds fantastic! You're amazing! We need to watch some Muse gigs too! Shall we do it Saturday night?,4,@adeline_sky sounds fantastic amazing need watch muse gigs shall saturday night,@adeline_sky that sounds fantastic you're amazing we need to watch some muse gigs too shall we do it saturday night,@adeline_sky sounds fantastic amazing need watch muse gigs shall saturday night,@adeline_sky sounds fantastic amazing need watch muse gigs shall saturday night,@adeline_sky sounds fantastic amazing need watch muse gigs shall saturday night,@adeline_sky sounds fantastic amazing need watch muse gigs shall saturday night,_sky sounds fantastic amazing need watch muse gigs shall saturday night
1468006013,"@RobKardashian Rob, Your my fav Kardashian, Please say Hi to me ",4,@robkardashian rob favourite kardashian please say hi,@robkardashian rob your my favourite kardashian please say hi to me,@robkardashian rob favourite kardashian please say hi,@robkardashian rob favourite kardashian please say hi,@robkardashian rob fav kardashian please say hi,@robkardashian rob favourite kardashian please say hi,rob favourite kardashian please say hi
2221809420,is kinda annoyed when people don't reply to me on facebook chat. . . . ,0,kind a anoyed people do not reply facebok chat . . . .,is kind a anoyed when people do not reply to me on facebok chat . . . .,kind a anoyed people do not reply facebok chat . . . .,kind a annoyed people do not reply facebook chat . . . .,kinda anoyed people do not reply facebok chat . . . .,kind a anoyed people reply facebok chat . . . .,kind a anoyed people do not reply facebok chat . . . .
1694090958,That's the Birthday Boy's iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age! ,4,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age,that's the birthday boy's ipod touch and dsi set-up and sorted just to think i would have been happy with a ball boots at that age,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age,that's birthday boy's ipod touch dsi set-up sorted think would happy ball boots age
1548615776,"@bbrannan I'm and good and glad you are too!   Don't you think we should get the new twitter, Oprah to share in twitter causes? ",4,@branan i'm good glad do not think get new twitter oprah share twitter causes,@branan i'm and good and glad you are too do not you think we should get the new twitter oprah to share in twitter causes,@branan i'm good glad do not think get new twitter oprah share twitter causes,@bbrannan i'm good glad do not think get new twitter oprah share twitter causes,@branan i'm good glad do not think get new twitter oprah share twitter causes,@branan i'm good glad think get new twitter oprah share twitter causes,i'm good glad do not think get new twitter oprah share twitter causes
1990295324,Terrible news: Air France flight from Brazil with 228 people has been lost at sea: http://tr.im/AFcrash I took that flight 3 years ago ,0,terrible news air france flight brazil people lost sea htp://tr.im/afcrash took flight years ago,terrible news air france flight from brazil with people has been lost at sea i took that flight years ago,terrible news air france flight brazil 28 people lost sea took flight 3 years ago,terrible news air france flight brazil people lost sea took flight years ago,terrible news air france flight brazil people lost sea took flight years ago,terrible news air france flight brazil people lost sea took flight years ago,terrible news air france flight brazil people lost sea took flight years ago
1975913322,Tonight  bron bron could go home  im of course praying for the miricle...Cavs plz step up and help lebron play!!!,0,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play,tonight bron bron could go home im of course praying for the miricle ... cavs plz step up and help lebron play,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play,tonight bron bron could go home im course praying miricle ... cavs plz step help lebron play
1976585588,watchin the cavs game with friends ,4,watchin cavs game friends,watchin the cavs game with friends,watchin cavs game friends,watchin cavs game friends,watchin cavs game friends,watchin cavs game friends,watchin cavs game friends
2324710581,"I want a strawberry milkshake from Mcdonalds, shame i cant get there ",0,want strawberry milkshake mcdonalds shame can not get,i want a strawberry milkshake from mcdonalds shame i can not get there,want strawberry milkshake mcdonalds shame can not get,want strawberry milkshake mcdonalds shame can not get,want strawberry milkshake mcdonalds shame can not get,want strawberry milkshake mcdonalds shame cant get,want strawberry milkshake mcdonalds shame can not get
2069344376,Waiting for Game 2 To Start! GO LAKERS ,4,waiting game start go lakers,waiting for game to start go lakers,waiting game 2 start go lakers,waiting game start go lakers,waiting game start go lakers,waiting game start go lakers,waiting game start go lakers
2321782369,don't feel well and certain things are giving me a headache ,0,do not feel well certain things giving headache,do not feel well and certain things are giving me a headache,do not feel well certain things giving headache,do not feel well certain things giving headache,do not feel well certain things giving headache,feel well certain things giving headache,do not feel well certain things giving headache
2061728717,"Herpes be gone! Bet quote of the night, &quot;Unlike Love, Herpes is Forever&quot; on queue: Viruses and Cancer. This is normal saturday = study ",0,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study,herpes be gone bet quote of the night unlike love herpes is forever on queue viruses and cancer this is normal saturday study,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study,herpes gone bet quote night unlike love herpes forever queue viruses cancer normal saturday study
